,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
33047,112534,112534.0,2DmSPP1Zds1wkfmmlBvZcI,No.1,"Canımız Cehenneme, Pt. II",Dünyaya Yazık,41.0,196858.0,True,0.643,0.691,6.0,-6.886,0.0,0.0459,0.00888,3.91e-05,0.23,0.431,99.974,4.0,turkish
33071,10251,10251.0,54asvG1Uo6VpmzAVzJAEHQ,Datsik;Snoop Dogg,Smoke Bomb,Smoke Bomb,41.0,183600.0,True,0.727,0.943,1.0,-1.608,1.0,0.194,0.00275,0.0,0.106,0.548,100.079,4.0,breakbeat
33074,19970,19970.0,0F0Hu3MIenJyvk7rdt00L4,Upchurch,Supernatural,Who,41.0,168797.0,True,0.853,0.791,2.0,-9.402,1.0,0.246,0.0942,0.0,0.388,0.596,117.039,4.0,country
33078,19930,19930.0,2tEMqkUo0QCtGOyUATJRxZ,Upchurch,River Rat,Don't Come Knockin,41.0,204012.0,True,0.67,0.717,11.0,-7.688,1.0,0.111,0.00406,0.0,0.166,0.313,129.973,4.0,country
33079,87754,87754.0,2fouwOFRsS5LmrCJVLe40X,O Rappa,Anjos (Pra Quem Tem Fé),Anjos (Pra quem tem fé) - Versão completa,41.0,420592.0,True,0.601,0.865,10.0,-4.153,0.0,0.045,0.106,0.000188,0.165,0.46,105.02,4.0,r-n-b
33083,19928,19928.0,2PGKzBxAvi1KOn9pSpHZcx,Upchurch,River Rat,Busy,41.0,182050.0,True,0.806,0.873,1.0,-4.787,1.0,0.243,0.00872,0.0,0.0897,0.705,140.031,4.0,country
33087,94391,94391.0,1UfJ3Z0pPyejEKi37A0utw,Dro Kenji;Mike Dimes,ANYWHERE BUT HERE,STEP BACK (feat. MIKE DIMES),41.0,176692.0,True,0.845,0.472,2.0,-10.111,1.0,0.269,0.114,0.0,0.147,0.209,125.008,4.0,sad
33095,37982,37982.0,0qfsgqyonHi2uusP2jNPwT,MC Neguinho do Kaxeta,MC Neguinho do Kaxeta,Bolo Um,41.0,265520.0,True,0.852,0.722,6.0,-2.283,1.0,0.0662,0.0604,0.0,0.325,0.694,129.947,4.0,funk
33101,37965,37965.0,0hkYWyNGwlHuns0sdIKZoX,MC GP,A Inveja Sofre,A Inveja Sofre,41.0,179879.0,True,0.888,0.56,2.0,-4.924,0.0,0.0967,0.749,0.0,0.173,0.488,109.979,4.0,funk
33103,112374,112374.0,5mJjrT0Sh1ylDc6wOte7BX,Şehinşah;DJ Artz,DEEV (Deluxe Edition),Arkadaş (feat. DJ Artz),41.0,295131.0,True,0.641,0.76,11.0,-7.101,1.0,0.462,0.102,0.0,0.203,0.324,90.111,4.0,turkish
33104,37964,37964.0,5NKRaUy7zxG7HmiUZPTlHH,MC GP;Mc Dena;Mc Kanhoto;Mc DR;MC Letto,Melhor Momento,Melhor Momento,41.0,293709.0,True,0.626,0.596,1.0,-6.726,0.0,0.301,0.126,0.0,0.349,0.791,54.155,3.0,funk
33105,112373,112373.0,47oYqbEyPdb6H9LktAHStx,Hidra,Zehir,Zehir,41.0,248000.0,True,0.856,0.791,10.0,-8.757,0.0,0.0855,0.361,0.0,0.0679,0.727,110.012,4.0,turkish
33112,112363,112363.0,3EkN2OnkpsVFZj29Jn8fCI,Khontkar,Hiç Uğraşma,Hiç Uğraşma,41.0,148500.0,True,0.715,0.672,2.0,-6.196,0.0,0.0552,0.198,0.0,0.0888,0.647,149.981,4.0,turkish
33117,112395,112395.0,2rDGftPrTLAsxt67i03HoU,Hidra,Holigan,Ölüme İnat 2,41.0,181090.0,True,0.747,0.832,4.0,-4.54,0.0,0.0633,0.415,0.0,0.105,0.26,92.009,4.0,turkish
33119,33383,33383.0,12HTN8E5QBJyQXNP6jfZ5U,Protiva,1718 Mixtape,Na vlastní kůži,41.0,222140.0,True,0.88,0.602,0.0,-5.89,1.0,0.255,0.115,8.97e-06,0.144,0.815,89.031,4.0,emo
33130,37981,37981.0,5vp85OMqbfJeUdUCtXyG3w,MC Hariel,"Chora Agora, Ri Depois",Obrigado Mãe,41.0,183625.0,True,0.794,0.42,10.0,-8.048,0.0,0.484,0.315,0.0,0.136,0.53,92.106,4.0,funk
33141,112410,112410.0,0d553W5BQJ5l9Rk5mh5H6k,Kezzo,Düşündüm,Düşündüm,41.0,189863.0,True,0.785,0.667,7.0,-8.339,1.0,0.184,0.273,3.66e-06,0.089,0.689,145.926,4.0,turkish
33157,15385,15385.0,4QdV0xTf6iPrrtVNf2Gsnm,Yusei,get you the moon,get you the moon,41.0,238367.0,True,0.613,0.23,11.0,-19.048,1.0,0.387,0.933,0.929,0.338,0.388,104.882,4.0,chill
33158,112306,112306.0,6Ung3QAE6PzpCgVJLMAisr,Aspova,S P A C E,Bir Sigara,41.0,235200.0,True,0.699,0.613,10.0,-9.235,0.0,0.217,0.236,0.0,0.416,0.493,100.041,4.0,turkish
33164,112359,112359.0,6YPCSiUNUJqxMIC8ppj7dV,Khontkar,Trap Kont 2.5,Hepsi Geçecek,41.0,194790.0,True,0.827,0.57,8.0,-7.595,1.0,0.0911,0.0943,0.0,0.123,0.167,138.016,4.0,turkish
33169,112352,112352.0,5h10bwQGHBYiMWbbVNOMqq,Stap,Size XXL,Bana Masal Anlatma,41.0,215412.0,True,0.896,0.79,9.0,-6.921,1.0,0.245,0.132,1.68e-05,0.151,0.825,130.021,4.0,turkish
33181,112443,112443.0,2ta23QFnRMP0Bi7n87xGcp,Hidra,Yenilmez,Merhamet,41.0,140727.0,True,0.719,0.949,1.0,-4.882,0.0,0.0752,0.645,0.0,0.0921,0.915,140.074,4.0,turkish
33182,112473,112473.0,7f5Z2XqZPKECoY2jY2Om1U,Motive,Tirat,Sherlock Holmes - Tirat,41.0,177959.0,True,0.643,0.706,0.0,-8.481,0.0,0.161,0.135,6.7e-05,0.721,0.491,147.084,4.0,turkish
33191,112441,112441.0,4fmEPQo97PVjtGMkpuWyJE,Hidra,Hoş Geldin Dünya Senin Evin,Kudurtan Şehir,41.0,247875.0,True,0.625,0.73,4.0,-9.612,0.0,0.385,0.225,0.0,0.09,0.473,180.01,4.0,turkish
33194,112446,112446.0,4qCvhgnQAP01JOJFvJoidH,Cegıd,Delüzyon,Anormal,41.0,245276.0,True,0.783,0.672,3.0,-5.943,0.0,0.173,0.203,0.00957,0.104,0.471,87.996,4.0,turkish
33199,112465,112465.0,33DhPKcRaVOemvkI5Db3lQ,Spade427;Şehinşah,KARANFİL,MATRIX,41.0,146483.0,True,0.865,0.503,10.0,-11.473,0.0,0.0951,0.0837,0.0,0.107,0.645,99.993,4.0,turkish
33203,33394,33394.0,7AjJ7XxshOygmee6CODfAu,Schyzo,V. Patro,Mindset,41.0,173848.0,True,0.864,0.463,8.0,-9.153,0.0,0.231,0.14,1.96e-05,0.102,0.827,77.005,4.0,emo
33215,112436,112436.0,5KKi4yzW3hcFfINO4xi8D5,Contra;Anıl Piyancı,YERDEN YÜKSEK,YERDEN YÜKSEK,41.0,133173.0,True,0.911,0.685,4.0,-8.672,1.0,0.172,0.265,0.0,0.0907,0.726,99.042,3.0,turkish
33218,112422,112422.0,5TNxtf7JVC7KtWqTjWZR2A,Joker;Defkhan;Kurşun,Son Kale,Son Kale,41.0,216413.0,True,0.72,0.92,5.0,-5.515,0.0,0.16,0.0594,0.00091,0.0984,0.333,145.028,4.0,turkish
33221,112419,112419.0,3cyN4BZhcTdZyTMcqaCDb3,Khontkar;Bixi Blake,PLA4: THE VISION,İZMİR CONFIDENTIAL,41.0,170000.0,True,0.828,0.598,2.0,-8.672,1.0,0.168,0.243,0.000433,0.11,0.644,98.02,4.0,turkish
33225,112415,112415.0,4VJ0fyWbmVgKUkMkcnEMsI,Khontkar,PLA4: THE VISION,ANTEN FREESTYLE (PLA4 INTRO),41.0,148500.0,True,0.776,0.487,1.0,-10.646,1.0,0.101,0.543,0.00154,0.0994,0.301,133.944,4.0,turkish
33230,112426,112426.0,74pOe1O7dwfQw4i2DyJwP4,Hidra;No.1;Rapozof,Holigan,Ölüm Kalım Günü,41.0,331636.0,True,0.744,0.693,9.0,-9.563,0.0,0.226,0.674,0.0,0.161,0.64,140.023,4.0,turkish
33233,112433,112433.0,0JJQnEfqLwr6dEEBLgr8st,Ceg,DMT,Dedemin Anadol'u,41.0,175243.0,True,0.752,0.412,8.0,-8.445,1.0,0.127,0.494,0.000422,0.113,0.342,153.99,4.0,turkish
33239,112431,112431.0,2fEGPi5nyFvuD9v2Rck9hK,Stap,Yazı,Nasıl Bilirdiniz,41.0,252132.0,True,0.783,0.421,4.0,-12.303,0.0,0.343,0.0275,0.0,0.0819,0.477,143.021,4.0,turkish
33240,112430,112430.0,3aZVPjTCjTqgSqUmstrtBP,No.1,Çiçeklerde Bir Telaş Var (Remix),Çiçeklerde Bir Telaş Var - Remix,41.0,195356.0,True,0.551,0.917,7.0,-6.79,1.0,0.438,0.0691,0.0,0.157,0.241,172.031,4.0,turkish
33247,22653,22653.0,6e2uLOOroY1cW8Tu97HYfc,Children Of Bodom,Follow The Reaper,Children Of Decadence,40.0,334760.0,True,0.422,0.986,2.0,-3.817,1.0,0.127,3.66e-05,0.791,0.201,0.306,143.969,4.0,death-metal
33258,32397,32397.0,73j6yG11PZTwXkuIhjYG6T,Miranda!,El Disco de Tu Corazón,Hasta Hoy,40.0,201720.0,True,0.734,0.526,2.0,-6.597,1.0,0.0377,0.693,0.0,0.119,0.529,95.054,4.0,electronic
33374,94314,94314.0,4gOLE6Jg314dhJLVjNzgiU,HELLSTRVCK,Say It Ain't So,Say It Ain't So,40.0,128958.0,True,0.686,0.497,1.0,-9.409,0.0,0.105,0.605,0.0,0.172,0.453,77.02,4.0,sad
33385,32391,32391.0,5RYfFPKTR2TkAgckapjwT8,Miranda!,El Templo del Pop,Imán,40.0,258573.0,True,0.455,0.483,4.0,-7.495,0.0,0.0644,0.0992,0.0,0.182,0.373,120.018,3.0,electronic
33400,33390,33390.0,4vnlMcxPWvjMV2A5Gl8AY3,Sly Withers,Gardens,Clarkson,40.0,177013.0,True,0.425,0.814,2.0,-5.186,1.0,0.0478,0.00142,0.0,0.125,0.283,151.921,4.0,emo
33402,94452,94452.0,5OdIMoELVs6AE5KifEOWWw,Thr13tn,I'm Not Okay,I'm Not Okay,40.0,188000.0,True,0.582,0.298,8.0,-11.6,0.0,0.0439,0.731,0.000116,0.0914,0.114,120.147,4.0,sad
33404,33391,33391.0,3xshQaCOlSCIkXuXDQS1S6,Dear Seattle,The Special Two (triple j Like A Version),The Special Two - triple j Like A Version,40.0,255912.0,True,0.254,0.898,1.0,-4.782,1.0,0.119,0.000134,3.67e-06,0.254,0.567,168.88,4.0,emo
33412,33396,33396.0,4hqKKAZzRBZgDUOq1ldo2o,Schyzo;RNZ,V. Patro,Ve Svym Stavu,40.0,197312.0,True,0.919,0.585,11.0,-9.301,0.0,0.0921,0.153,0.0,0.102,0.179,125.008,4.0,emo
33433,33387,33387.0,0XqqRrguZRSq5eTPjfi1jk,Schyzo,V. Patro,Job,40.0,167500.0,True,0.807,0.452,11.0,-9.636,1.0,0.0752,0.461,0.0,0.0969,0.391,80.007,4.0,emo
33439,28727,28727.0,6YJpscoguc7e1VMZtnxtNc,Culture Code,good 4 u,good 4 u,40.0,184000.0,True,0.535,0.753,11.0,-6.465,1.0,0.138,0.056,0.0,0.143,0.268,75.03,4.0,dub
33477,6108,6108.0,17Iq7ApAAlNFD2FkY2YtsV,Behemoth,The Satanist,The Satanist,40.0,333826.0,True,0.374,0.943,6.0,-4.108,0.0,0.0556,0.000175,0.000156,0.125,0.338,112.084,4.0,black-metal
33487,68872,68872.0,0EO1Vz2i2yVjxHE08viezx,Drago200;Ak4:20,INMORTALES,XCLUSIVE,40.0,154770.0,True,0.754,0.865,11.0,-3.816,1.0,0.223,0.0586,0.0,0.0785,0.651,95.091,4.0,latino
33494,28809,28809.0,4alPbFkCasI3admYNY3JvO,Hairitage,Double Dipping,Double Dipping,40.0,172800.0,True,0.506,0.993,1.0,-0.394,1.0,0.474,0.105,0.101,0.473,0.198,75.018,4.0,dub
33500,94556,94556.0,3jvqqFqmRnZKZJXnOKV4zp,Ollie,Attached,Attached,40.0,209415.0,True,0.852,0.342,9.0,-5.677,1.0,0.252,0.792,0.0,0.121,0.507,85.035,4.0,sad
33543,68877,68877.0,6CXNaNAwb4E59DJr1M4tcd,Neo Pistea;0-600;C.R.O;Mike Southside;Coqeéin Montana,Tumbando El Club,Tumbando El Club,40.0,315737.0,True,0.971,0.781,10.0,-3.93,0.0,0.0533,0.369,7.22e-05,0.0982,0.698,121.95,4.0,latino
33565,33375,33375.0,3xScUbjCK3Df7yedTWVQA4,Slowly Slowly,Forget You,Forget You,40.0,200506.0,True,0.545,0.904,1.0,-2.956,1.0,0.0663,0.0297,0.0,0.064,0.839,159.979,4.0,emo
33568,33440,33440.0,6cdTJaPqNwz7XStIJyiApc,Protiva;Refew,Subliminal mixtape,Svázat se,40.0,219376.0,True,0.788,0.743,6.0,-5.067,1.0,0.4,0.0911,0.0,0.117,0.741,174.047,4.0,emo
33588,94903,94903.0,4ZqlDlqT5D2y7bWq5couDf,Rxseboy,i hate moving on,i hate moving on,40.0,139269.0,True,0.718,0.336,2.0,-17.55,1.0,0.302,0.894,0.000878,0.125,0.278,138.087,4.0,sad
33603,68940,68940.0,0QLc4flxwQVhYbNhW6PCMe,Kendo Kaponi,Kendo Edition,Te Ando Buscando,40.0,193548.0,True,0.746,0.762,1.0,-4.518,1.0,0.092,0.0981,0.0,0.282,0.761,91.976,4.0,latino
33605,68973,68973.0,44PoZWQ4EHIXS2aFHcDfL5,Balbi El Chamako;El Futuro Fuera De Orbita,La Vida Es Bela,Monikatiando,40.0,201106.0,True,0.887,0.806,0.0,-5.648,1.0,0.13,0.00519,0.126,0.352,0.777,117.974,4.0,latino
33626,106357,106357.0,6lW1rampOjL7HJi8xWRg39,Hov1,Montague,Sex i taxin,40.0,134077.0,True,0.76,0.376,4.0,-8.348,1.0,0.0453,0.787,0.0,0.363,0.518,94.938,3.0,swedish
33643,106365,106365.0,2imjyIRZrtnPQFLOSTyJXF,Hov1,Barn av vår tid,Raindance,40.0,163239.0,True,0.942,0.676,2.0,-5.273,1.0,0.212,0.75,0.0,0.0852,0.801,122.025,4.0,swedish
33667,68923,68923.0,4lF1ldtLPO4KkXss6TBM5H,Drago200;Ak4:20,INMORTALES,PAL '93,40.0,190129.0,True,0.712,0.799,1.0,-3.952,1.0,0.34,0.0207,0.0,0.0829,0.771,87.647,4.0,latino
33671,68835,68835.0,2mFfut7uFV9zEwAcIZIw0B,Julianno Sosa,L.O.V.E.,Te Vas,40.0,118746.0,True,0.758,0.668,9.0,-7.757,1.0,0.124,0.0509,0.0,0.14,0.471,162.075,4.0,latino
33677,68925,68925.0,2zS2tOGJfBudwFMCxFhzix,Harry Nach;Nikxz,Moods,Aborrecio,40.0,242005.0,True,0.831,0.818,3.0,-5.498,0.0,0.0594,0.106,0.00899,0.107,0.29,120.015,4.0,latino
33683,106420,106420.0,7egQOZcXlv5xVrCxKB9ugP,Lov1,Kärleksriddaren,Kärleksriddaren,40.0,196960.0,True,0.629,0.704,10.0,-8.55,1.0,0.0554,0.16,0.0,0.178,0.602,151.872,4.0,swedish
33693,106385,106385.0,7m1OLuoUfvS6mNDskvWeeU,Lov1,Profeterna på Balkongen,Hoppa in i bilen,40.0,203579.0,True,0.702,0.705,0.0,-7.472,1.0,0.0833,0.0642,0.0,0.247,0.591,89.978,4.0,swedish
33697,106384,106384.0,6QRf4PNCyrYS2qEu0nKdg4,Lov1,Profeterna på Balkongen,Vad röker du?,40.0,177973.0,True,0.751,0.767,7.0,-6.81,1.0,0.116,0.0968,0.0,0.342,0.481,118.054,4.0,swedish
33706,68929,68929.0,7trX995xQ3AdG8LW4OCZb3,Yaga & Mackie,Los Mackieavelikos 2055,La Bellaquera,40.0,235400.0,True,0.833,0.661,11.0,-7.721,0.0,0.109,0.00836,0.00287,0.076,0.881,78.006,4.0,latino
33708,68930,68930.0,70l1DSECLRnsDIBrJqB0O1,Harry Nach,Onward,X Beneficio,40.0,160500.0,True,0.718,0.543,1.0,-12.414,0.0,0.177,0.23,0.0,0.104,0.936,160.084,4.0,latino
33709,94861,94861.0,77BtsDoCb5ETdAc0AMzXkq,YSB Tril,HOTSHOT,HOTSHOT,40.0,137109.0,True,0.901,0.665,8.0,-4.337,0.0,0.0858,0.0106,0.0,0.0797,0.873,99.991,4.0,sad
33719,112505,112505.0,6cLCzmY3Z1ZxILaVhbbRdL,Tepki,Sür Ya Da Öl,Sür Ya Da Öl,40.0,151666.0,True,0.751,0.571,2.0,-10.313,1.0,0.045,0.496,0.000392,0.117,0.794,143.984,4.0,turkish
33721,112487,112487.0,3AiWvgjuKs5c034R3zcXMr,Hidra;Hasip Aksu,Holigan,Gezegen,40.0,222545.0,True,0.797,0.553,6.0,-10.004,0.0,0.104,0.316,0.0,0.0686,0.611,139.956,4.0,turkish
33743,112483,112483.0,54Ke2X20pG0nmGnId5502J,Hidra,MUSALLAT,MUSALLAT,40.0,192631.0,True,0.776,0.82,1.0,-2.733,1.0,0.0891,0.215,0.0,0.14,0.4,152.018,4.0,turkish
33797,85409,85409.0,2v4oBaRnTe2YuaQovidduL,GUFI,Corazón D' Roto,Apariencia,40.0,217920.0,True,0.448,0.939,11.0,-5.971,0.0,0.0681,0.000485,1.68e-05,0.319,0.688,178.037,4.0,punk-rock
33832,112467,112467.0,1YB89znSaRUUd5u7Z6PZ1F,Vio;Tepki;Patron,"Yanyol, Vol. 1",Her Gece,40.0,186246.0,True,0.742,0.753,10.0,-5.804,0.0,0.0524,0.0359,1.43e-05,0.14,0.683,158.045,4.0,turkish
33835,112470,112470.0,0hcxYAEljUNRNEJ106UmUr,Stap,Kral,Manyak,40.0,204375.0,True,0.705,0.528,8.0,-11.964,1.0,0.133,0.0527,0.000435,0.0864,0.312,139.91,4.0,turkish
33837,112472,112472.0,5rJxR79Sthj9fhJZSNossM,Hayki,ICONIQUE,Hangisi Doğru,40.0,182303.0,True,0.751,0.731,6.0,-6.601,0.0,0.341,0.152,0.0,0.202,0.491,139.841,4.0,turkish
33843,112480,112480.0,7Lh5iVEyV0LJfQjhll5wLF,Arda Gezer;Şehinşah;SALİ,Episode 2,Nefret,40.0,202000.0,True,0.702,0.641,8.0,-7.488,0.0,0.142,0.293,0.0,0.0624,0.374,119.962,4.0,turkish
33844,112459,112459.0,6jYJijKfOeFukSQGxZnxfm,İmpala;Rebossa,LANETİM OL,LANETİM OL,40.0,148280.0,True,0.717,0.519,3.0,-8.684,0.0,0.0585,0.215,0.000487,0.111,0.131,96.958,4.0,turkish
33852,86588,86588.0,63IZIrLwNjZOJ4nZlNXuAH,Chingadazo de Kung Fu,Orinando Contra el Viento,"No Me Importa - ¡Oh, Oh!",40.0,147046.0,True,0.489,0.81,0.0,-6.93,1.0,0.0383,0.00781,9.3e-06,0.137,0.479,106.39,4.0,punk
33855,112448,112448.0,5TOgswBE98S73QjS9KniDY,Patron,Slam Dunk,Slam Dunk,40.0,150401.0,True,0.845,0.646,6.0,-6.514,1.0,0.215,0.181,2.19e-06,0.115,0.282,95.944,4.0,turkish
33877,27751,27751.0,4vqhZ5VAfbUKkHJamsWNOL,Netsky;Aloe Blacc,Snitch,Snitch,40.0,185733.0,True,0.696,0.848,11.0,-2.954,0.0,0.162,0.299,8.44e-06,0.0729,0.604,84.021,4.0,drum-and-bass
33890,112536,112536.0,4yzs6Ba0GQH55Zo66Q51PS,Ceg;Fery,Trapanasyon,Sonuna Kadar,40.0,266580.0,True,0.617,0.681,11.0,-4.712,1.0,0.386,0.412,0.0,0.141,0.64,125.07,4.0,turkish
33894,17476,17476.0,1vUNgZq9RLRMe3Oiu9wQrz,One True God,Eat Your Soul,Eat Your Soul,40.0,159622.0,True,0.779,0.83,4.0,-4.464,1.0,0.0531,0.0098,0.627,0.0575,0.218,106.008,4.0,club
33927,112521,112521.0,76zoOB2W5KAh77cFcvKZyJ,Khontkar;Bixi Blake,SİS,SİS,40.0,194000.0,True,0.906,0.582,4.0,-8.943,0.0,0.225,0.0529,0.0269,0.246,0.498,131.995,4.0,turkish
33931,85341,85341.0,72wdyMXmB7cw11nURyEPKH,Oslo Ess,Uleste Bøker Og Utgåtte Sko,Alt Jeg Trenger,40.0,258586.0,True,0.489,0.853,9.0,-4.925,1.0,0.0384,0.0271,0.0,0.199,0.511,140.117,4.0,punk-rock
33963,112527,112527.0,1yxSsBZtl3Uj9U2IHKefAL,Sokrat St,Kahve Kağıt ve Kalem,Korkularıma Dair,40.0,182088.0,True,0.565,0.68,7.0,-9.347,0.0,0.084,0.0422,0.138,0.131,0.67,169.715,4.0,turkish
33964,112528,112528.0,2aon7le7rtVuBe6f2MkuOw,Istanbul Trip;Maestro;Şam;Xir;Ashoo;Heja;No.1,ŞAFAK OPERASYONU,ŞAFAK OPERASYONU,40.0,379783.0,True,0.763,0.809,4.0,-5.37,0.0,0.271,0.032,0.0,0.106,0.437,90.904,4.0,turkish
34004,71879,71879.0,0LiSHhC2Ekg9KCsWCu9nK9,DEHA INC.,01000001 01011010 01010010 01000001 00001010,01000001 01011010 01010010 01000001 00001010,40.0,140218.0,True,0.662,0.525,1.0,-11.275,1.0,0.167,0.0216,0.0347,0.136,0.395,125.175,4.0,metal
34005,18502,18502.0,4g3IrwIgcR2NIaO1h10orQ,Pink Guy,Pink Season,Are You Serious,40.0,149888.0,True,0.775,0.688,2.0,-7.44,1.0,0.0624,0.11,0.0,0.362,0.469,119.983,4.0,comedy
34006,71875,71875.0,5A1wvkGE6tOyrIOhjQ9bjy,Zyrtck;Radical;Mothz,MOVIMENTO,3 CAP,40.0,184947.0,True,0.769,0.847,3.0,-1.798,1.0,0.201,0.476,0.0,0.193,0.865,160.058,4.0,metal
34030,17673,17673.0,3JMTWuUH9FTbn2CqhGPLeC,Woesum;Bladee;Yung Lean,Blue Summer,Airwalker,40.0,139391.0,True,0.6,0.665,11.0,-5.959,1.0,0.0526,0.157,1.96e-05,0.282,0.566,147.893,4.0,club
34035,18711,18711.0,6lH7E41rJRKTkMzo5p4uJB,Pink Guy,Pink Season,Gays 4 Donald,40.0,184266.0,True,0.817,0.582,5.0,-9.197,1.0,0.421,0.789,2.01e-05,0.113,0.501,131.984,4.0,comedy
34045,18868,18868.0,0KTja597ZMQUsQuUljoCX4,Pink Guy,Pink Season,Meme Machine,40.0,130720.0,True,0.882,0.384,6.0,-8.102,0.0,0.386,0.173,0.0,0.0747,0.437,76.805,4.0,comedy
34047,71782,71782.0,641epaxGPCWU6j2SIdQ6v7,ÖTENAZİ;Mavi,OTENAZI FASHION,OTENAZI FASHION,40.0,158568.0,True,0.94,0.581,2.0,-12.619,1.0,0.4,0.0442,0.0,0.372,0.662,116.969,4.0,metal
34068,39677,39677.0,2J1On1HMBhWG12YbNWa7Rf,Lugatti & 9ine,Frisches auf dem Herd,Roter Wein,40.0,240762.0,True,0.758,0.45,8.0,-11.488,0.0,0.429,0.628,5e-05,0.11,0.427,76.975,4.0,german
34069,39674,39674.0,22Lhq4mVPFWv3bjchAFDOl,Samo104,Bei Nacht,Bei Nacht,40.0,159637.0,True,0.702,0.67,1.0,-5.753,1.0,0.0372,0.0347,2.19e-06,0.0929,0.151,86.017,4.0,german
34070,39671,39671.0,1PTt5Oa80JGSBCrzzfhtn6,Lugatti & 9ine,So Wie Gehabt,Nur ein Wort,40.0,132000.0,True,0.887,0.513,5.0,-10.559,1.0,0.133,0.0951,0.00019,0.0904,0.394,120.004,4.0,german
34071,39668,39668.0,6h7limb046ZAJRRkfalUIR,Ion Miles;BHZ,"In Liebe, Ion",Nicht Allein,40.0,131736.0,True,0.815,0.357,0.0,-11.592,1.0,0.377,0.134,0.0165,0.0873,0.33,180.065,4.0,german
34074,39663,39663.0,5SzRRpwmPAoumbYIgX2awb,Nizi19,Maka Knacker,Maka Knacker,40.0,147500.0,True,0.876,0.323,11.0,-10.539,1.0,0.521,0.222,0.00111,0.108,0.15,132.003,4.0,german
34075,17764,17764.0,2Dnd6d6qETLUJqNln7NpzO,Namasenda;Joey LaBeija,Unlimited Ammo: Infinity (Remix),Finish Him,40.0,200594.0,True,0.545,0.817,9.0,-6.471,1.0,0.0402,0.0142,0.00979,0.0846,0.523,149.95,4.0,club
34077,39635,39635.0,0qnOesU7vy1MuoG3TGdLAH,Teuterekordz,Rhythmus der Nacht,Rhythmus der Nacht,40.0,159790.0,True,0.662,0.453,4.0,-9.85,0.0,0.426,0.519,4.84e-05,0.295,0.286,121.909,4.0,german
34078,39625,39625.0,1DGn8jou5Gj6Cs7YPpj1LD,Ion Miles;BHZ;Monk,"In Liebe, Ion",Eistee Zitrone (feat. Monk),40.0,190821.0,True,0.842,0.49,8.0,-12.231,0.0,0.846,0.276,0.0,0.551,0.736,161.931,4.0,german
34079,39622,39622.0,0Gr4YnrE9Hb0WoxNkd0IoJ,Sevi Rin;Young Lime,Für Immer,Für Immer,40.0,158798.0,True,0.642,0.572,0.0,-9.524,0.0,0.151,0.194,0.0,0.172,0.545,115.089,4.0,german
34084,86443,86443.0,3rWh4tGWTe6lrUZTF7YqIs,Threesixty Skatepunk,Menghilang dan Berarti,Menghilang dan Berarti,40.0,272681.0,True,0.444,0.615,10.0,-4.797,1.0,0.0315,0.227,1.32e-06,0.663,0.174,129.88,4.0,punk
34088,39736,39736.0,2CCPoiBpNX9on3SIu78RJx,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,Das alles ist Urlaub,40.0,231398.0,True,0.547,0.618,0.0,-9.492,1.0,0.099,0.79,0.000534,0.0978,0.483,99.216,4.0,german
34091,39729,39729.0,3cdcwLiZ12EsYsi7dxiKvW,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,3 Jahre in Neapel,40.0,65375.0,True,0.854,0.82,11.0,-6.821,0.0,0.347,0.26,5.83e-06,0.376,0.647,106.968,4.0,german
34093,39721,39721.0,3PRxmJf4F3CDA0vyathTYz,Emily Roberts,Dinosaurs,Dinosaurs,40.0,176000.0,True,0.559,0.334,0.0,-8.837,1.0,0.0585,0.8,0.0,0.147,0.546,100.068,3.0,german
34094,39720,39720.0,7jLsnNCwNMlLHmJYuVp08u,NAVACHA,MOSAIK,Pegasus,40.0,260281.0,True,0.696,0.684,1.0,-6.064,1.0,0.342,0.257,4.94e-06,0.246,0.46,141.848,4.0,german
34113,18002,18002.0,7lakl3bPRdQqUGX9m755jX,Lil Dicky,Earth,Earth,40.0,281500.0,True,0.694,0.664,2.0,-4.649,1.0,0.05,0.639,0.0,0.0929,0.676,95.941,4.0,comedy
34114,39763,39763.0,79L9OUY14ifdFUPn7KBeqU,Faber,I fucking love my life,Highlight,40.0,227002.0,True,0.637,0.62,4.0,-9.69,0.0,0.0479,0.614,0.00108,0.327,0.211,108.993,4.0,german
34115,39765,39765.0,1T5C6ENvpM3IiYeezsK9uI,Kollegah;Casper,King,Karate,40.0,195813.0,True,0.436,0.717,9.0,-6.055,1.0,0.305,0.00559,0.0,0.334,0.357,78.632,4.0,german
34116,39766,39766.0,4bYH5445Bn2w9UiGM0NxQw,LUVRE47,L BLATT,RÄUBERLEITER,40.0,119453.0,True,0.939,0.466,10.0,-8.781,0.0,0.172,0.0259,0.0146,0.101,0.713,140.05,4.0,german
34119,72251,72251.0,6ouj46Wib4kXgR4tQZDB0E,Wildways,Картины счастливого мира,Тёплый чистый остров,40.0,221250.0,True,0.346,0.961,4.0,-2.228,0.0,0.11,0.000356,0.0,0.0949,0.373,175.911,4.0,metalcore
